Name,Team,Goals,Assists,Points
Travis Hamonic,OTT,3,6,9
Jacob Bernard-Docker,OTT,2,10,12
Nikita Kucherov,TB,43,59,102
Brayden Point,TB,40,38,78
Jake Guentzel,TB,27,42,69
Brandon Hagel,TB,24,34,58
Anthony Cirelli,TB,15,24,39
Nicholas Paul,TB,25,22,47
Conor Sheary,TB,7,22,29
Mikey Eyssimont,TB,11,16,27
Cam Atkinson,TB,9,21,30
Zemgus Girgensons,TB,7,8,15
Luke Glendening,TB,7,9,16
Mitchell Chaffee,TB,11,5,16
Victor Hedman,TB,21,29,50
Erik Cernak,TB,4,27,31
Ryan McDonagh,TB,0,23,23
Darren Raddysh,TB,2,8,10
JJ Moser,TB,2,19,21
Nick Perbix,TB,0,16,16
Auston Matthews,TOR,45,49,94
William Nylander,TOR,48,35,83
Mitch Marner,TOR,31,57,88
John Tavares,TOR,20,27,47
Matthew Knies,TOR,18,18,36
Max Domi,TOR,16,43,59
Nicholas Robertson,TOR,14,19,33
Max Pacioretty,TOR,17,19,36
Pontus Holmberg,TOR,14,28,42
David Kampf,TOR,9,10,19
Connor Dewar,TOR,6,14,20
Bobby McMann,TOR,3,6,9
Ryan Reaves,TOR,1,4,5
Steven Lorentz,TOR,2,1,3
Calle Jarnkrok,TOR,1,4,5
Morgan Rielly,TOR,13,49,62
Chris Tanev,TOR,3,26,29
Oliver Ekman-Larsson,TOR,2,12,14
Jake McCabe,TOR,5,19,24
Simon Benoit,TOR,0,6,6
Timothy Liljgren,TOR,3,9,12
Conor Timmins,TOR,0,3,3
Sebastian Aho,CAR,39,50,89
Andrei Svechnikov,CAR,30,30,60
Seth Jarvis,CAR,35,34,69
Jesperi Kotkaniemi,CAR,21,26,47
Martin Necas,CAR,23,37,60
Jesper Fast,CAR,18,28,46
Jack Drury,CAR,6,29,35
Jordan Staal,CAR,11,10,21
Jack Roslovic,CAR,8,27,35
Tyson Jost,CAR,8,13,21
William Carrier,CAR,8,10,18
Jordan Martinook,CAR,10,12,22
Brendan Lemieux,CAR,0,0,0
Eric Robinson,CAR,0,4,4
Ryan Suzuki,CAR,2,0,2
Jaccob Slavin,CAR,10,24,34
Brent Burns,CAR,13,24,37
Sean Walker,CAR,6,24,30
Dimitry Orlov,CAR,5,13,18
Shayne Gostisbehere,CAR,2,18,20
Jalen Chatfield,CAR,1,5,6
Boone Jenner,CBJ,26,16,42
Kirill Marchenko,CBJ,24,25,49
Sean Monahan,CBJ,27,36,63
Adam Fantilli,CBJ,30,18,48
Kent Johnson,CBJ,20,42,62
Yegor Chinakhov,CBJ,24,15,39
Cole Sillinger,CBJ,3,14,17
James van Riemsdyk,CBJ,6,37,43
Dimitri Voronkov,CBJ,9,23,32
Sean Kuraly,CBJ,13,11,24
Mathieu Olivier,CBJ,6,11,17
Justin Danforth,CBJ,7,11,18
Gavin Brindley,CBJ,1,3,4
Zach Werenski,CBJ,15,48,63
Ivan Provorov,CBJ,13,10,23
Jordan Harris,CBJ,3,20,23
Damon Severson,CBJ,2,21,23
Erik Gudbranson,CBJ,2,10,12
Jack Johnson,CBJ,2,7,9
Travis Konecny,PHI,22,42,64
Owen Tippett,PHI,27,40,67
Tyson Foerster,PHI,32,15,47
Matvei Michkov,PHI,25,31,56
Sean Couturier,PHI,9,31,40
Joel Farabee,PHI,24,29,53
Scott Laughton,PHI,10,8,18
Morgan Frost,PHI,7,29,36
Noah Cates,PHI,9,14,23
Garnet Hathaway,PHI,11,12,23
Ryan Poehling,PHI,14,10,24
Bobby Brink,PHI,15,13,28
Nicolas Deslauriers,PHI,1,2,3
Travis Sanheim,PHI,13,33,46
Cam York,PHI,10,24,34
Nick Seeler,PHI,2,14,16
Jamie Drysdale,PHI,4,16,20
Erik Johnson,PHI,0,7,7
Rasmus Ristolainen,PHI,1,5,6
Sidney Crosby,PIT,57,51,108
Evgeni Malkin,PIT,42,51,93
Bryan Rust,PIT,34,47,81
Rickard Rakell,PIT,20,27,47
Michael Bunting,PIT,21,44,65
Drew O'Connor,PIT,14,26,40
Lars Eller,PIT,14,16,30
Kevin Hayes,PIT,18,22,40
Cody Glass,PIT,8,14,22
Noel Acciari,PIT,9,9,18
Blake Lizotte,PIT,11,18,29
Anthony Beauvilier,PIT,5,10,15
Jesse Puljujarvi,PIT,3,2,5
Erik Karlsson,PIT,17,48,65
Kris Letang,PIT,8,30,38
Marcus Pettersson,PIT,1,25,26
Ryan Graves,PIT,2,18,20
Matt Grzelyck,PIT,2,10,12
Sebastian Aho,PIT,3,9,12
Jack Hughes,NJ,50,52,102
Nico Hischier,NJ,36,59,95
Jesper Bratt,NJ,30,56,86
Timo Meier,NJ,32,28,60
Dawson Mercer,NJ,28,34,62
Erik Haula,NJ,14,44,58
Ondrej Palat,NJ,15,21,36
Tomas Tatar,NJ,16,17,33
Stefan Noesen,NJ,7,25,32
Curtis Lazar,NJ,14,10,24
Nathan Bastian,NJ,3,11,14
Paul Cotter,NJ,10,8,18
Dougie Hamilton,NJ,11,28,39
Jonas Siegenthaler,NJ,8,19,27
Brett Pesce,NJ,3,13,16
Brenden Dillon,NJ,4,16,20
Johnathan Kovacevic,NJ,3,12,15
Simon Nemec,NJ,0,15,15
Luke Hughes,NJ,4,2,6
Kurtis MacDermid,NJ,0,1,1
Nick DeSimone,NJ,0,3,3
Mat Barzal,NYI,14,54,68
Bo Horvat,NYI,39,34,73
Brock Nelson,NYI,26,43,69
Kyle Palmieri,NYI,29,20,49
Anthony Duclair,NYI,22,37,59
Maxim Tsyplakov,NYI,13,31,44
Anders Lee,NYI,15,10,25
JG Pageau,NYI,9,21,30
Simon Holmstrom,NYI,8,14,22
Casey Cizikas,NYI,5,5,10
Kyle MacLean,NYI,5,7,12
Oliver Wahlstrom,NYI,6,7,13
Hudson Fasching,NYI,1,2,3
Julien Gauthier,NYI,0,2,2
Pierre Engvall,NYI,3,3,6
Noah Dobson,NYI,9,19,28
Ryan Pulock,NYI,3,14,17
Adam Pelech,NYI,3,12,15
Alexander Romanov,NYI,2,13,15
Scott Mayfield,NYI,2,11,13
Mike Reilly,NYI,1,9,10
Samuel Bolduc,NYI,0,2,2
Artemi Panarin,NYR,42,42,84
Mika Zibanejad,NYR,31,35,66
Vincent Trocheck,NYR,25,59,84
Chris Kreider,NYR,24,23,47
Filip Chytil,NYR,17,23,40
Alexis Lafreniere,NYR,26,27,53
Kaapo Kakko,NYR,11,21,32
Reilly Smith,NYR,12,24,36
Will Cuylle,NYR,8,10,18
Matt Rempe,NYR,4,11,15
Jimmy Vesey,NYR,3,10,13
Sam Carrick,NYR,4,5,9
Adam Edstrom,NYR,2,0,2
Adam Fox,NYR,20,40,60
K'Andre Miller,NYR,4,18,22
Ryan Lindgren,NYR,2,17,19
Jacob Trouba,NYR,1,16,17
Zachary Jones,NYR,1,8,9
Braden Schneider,NYR,3,10,13
Chad Ruhwedel,NYR,0,2,2
Alexander Ovechkin,WSH,51,26,77
Tom Wilson,WSH,28,23,51
Dylan Strome,WSH,24,36,60
Pierre-Luc Dubois,WSH,13,39,52
Andrew Mangiapane,WSH,20,40,60
Connor McMichael,WSH,25,25,50
Sonny Milano,WSH,11,26,37
Hendrix Lapierre,WSH,15,19,34
Taylor Raddysh,WSH,8,9,17
Nic Dowd,WSH,8,15,23
Aliaksi Protas,WSH,4,18,22
Brandon Duhaime,WSH,8,11,19
TJ Oshie,WSH,1,1,2
John Carlson,WSH,15,28,43
Jakob Chychrun,WSH,2,29,31
Matt Roy,WSH,2,19,21
Rasmus Sandin,WSH,6,14,20
Trevor Van Riemsdyk,WSH,4,16,20
Martin Fehervary,WSH,0,6,6
Ethan Bear,WSH,1,3,4
Clayton Keller,UT,36,32,68
Barrett Hayton,UT,8,26,34
Nick Schmaltz,UT,28,28,56
Lawson Crouse,UT,24,23,47
Logan Cooley,UT,22,16,38
Dylan Guenther,UT,27,21,48
Mattias Maccelli,UT,12,22,34
Josh Doan,UT,5,13,18
Nick Bjugstad,UT,14,22,36
Alex Kerfoot,UT,7,14,21
Jack McBain,UT,6,9,15
Kevin Stenlund,UT,6,4,10
Michael Carcone,UT,2,2,4
Mikhail Sergachev,UT,10,36,46
Sean Durzi,UT,3,22,25
John Marino,UT,3,18,21
Juuso Valimaki,UT,2,14,16
Ian Cole,UT,1,10,11
Michael Kesselring,UT,1,15,16
Connor Bedard,CHI,32,33,65
Tyler Bertuzzi,CHI,30,36,66
Teuvo Teravainen,CHI,31,37,68
Andreas Athanasiou,CHI,15,27,42
Philip Kurashev,CHI,15,18,33
Taylor Hall,CHI,19,27,46
Jason Dickinson,CHI,17,10,27
Nick Foligno,CHI,8,26,34
Ilya Mikheyev,CHI,20,24,44
Craig Smith,CHI,10,10,20
Ryan Donato,CHI,8,20,28
Lukas Reichel,CHI,6,17,23
Joey Anderson,CHI,0,1,1
Patrick Maroon,CHI,1,4,5
Frank Nazar,CHI,1,4,5
Nolan Slaggert,CHI,1,4,5
Seth Jones,CHI,11,32,43
Alex Vlassic,CHI,3,16,19
Connor Murphy,CHI,1,9,10
Kevin Korchinski,CHI,6,7,13
Alec Martinez,CHI,1,8,9
TJ Brodie,CHI,0,18,18
Nathan MacKinnon,COL,50,46,96
Mikko Rantanen,COL,44,33,77
Jonathan Drouin,COL,34,33,67
Casey Mittelstadt,COL,22,41,63
Artturi Lehkonen,COL,24,43,67
Nikolai Kovalenko,COL,20,27,47
Ross Colton,COL,18,30,48
Miles Wood,COL,1,40,41
Logan O'Connor,COL,15,18,33
Parker Kelly,COL,1,4,5
Chris Wagner,COL,8,12,20
Joel Kiviranta,COL,4,6,10
Gabriel Landeskog,COL,2,2,4
Cale Makar,COL,24,35,59
Devon Toews,COL,8,27,35
Samuel Girard,COL,1,20,21
Josh Manson,COL,2,22,24
Oliver Kylington,COL,1,15,16
Calvin deHaan,COL,0,8,8
Keaton Middleton,COL,1,2,3
Jason Robertson,DAL,41,41,82
Roope Hintz,DAL,37,41,78
Wyatt Johnston,DAL,29,35,64
Jamie Benn,DAL,24,26,50
Tyler Seguin,DAL,22,24,46
Matt Duchene,DAL,21,23,44
Mason Marchment,DAL,11,30,41
Evgeni Dadonov,DAL,11,11,22
Logan Stankoven,DAL,10,28,38
Sam Steel,DAL,6,9,15
Colin Blackwell,DAL,5,12,17
Mavrik Bourque,DAL,10,12,22
Miro Heiskanen,DAL,11,36,47
Esa Lindell,DAL,3,20,23
Thomas Harley,DAL,1,16,17
Ilya Lyubushkin,DAL,0,10,10
Matt Dumba,DAL,0,4,4
Nils Lundkvist,DAL,1,15,16
Brendan Smith,DAL,0,1,1
Kirill Kaprizov,MIN,39,36,75
Matthew Boldy,MIN,24,38,62
Joel Eriksson-Ek,MIN,12,35,47
Mats Zuccarello,MIN,24,47,71
Marcus Foligno,MIN,21,22,43
Ryan Hartman,MIN,23,39,62
Frederick Gaudreau,MIN,12,10,22
Marcus Johansson,MIN,14,19,33
Marco Rossi,MIN,19,13,32
Marat Kushnutdinov,MIN,15,12,27
Yakov Trenin,MIN,1,8,9
Jakub Lauko,MIN,4,13,17
Liam Ohgren,MIN,1,0,1
Brock Faber,MIN,8,33,41
Jonas Brodin,MIN,6,15,21
Jared Spurgeon,MIN,1,14,15
Jake Middleton,MIN,2,11,13
Zach Bogosian,MIN,0,12,12
Jon Merrill,MIN,3,5,8
Filip Forsberg,NSH,38,32,70
Ryan O'Reilly,NSH,27,24,51
Jonathan Marchessault,NSH,42,38,80
Gustav Nyquist,NSH,19,31,50
Steven Stamkos,NSH,25,36,61
Tommy Novak,NSH,22,22,44
Colton Sissons,NSH,4,26,30
Mark Jankowski,NSH,15,11,26
Luke Evangelista,NSH,9,23,32
Cole Smith,NSH,6,8,14
Michael McCarron,NSH,5,9,14
Phil Tomasino,NSH,8,14,22
Juuso Parssinen,NSH,0,2,2
Roman Josi,NSH,19,43,62
Brady Skjei,NSH,6,21,27
Dante Fabbro,NSH,0,18,18
Alexandre Carrier,NSH,2,10,12
Jeremy Lauzon,NSH,0,1,1
Spencer Stastney,NSH,1,11,12
Luke Schenn,NSH,0,1,1
Robert Thomas,STL,25,38,63
Jordan Kyrou,STL,40,34,74
Pavel Buchnevich,STL,28,39,67
Brayden Schenn,STL,15,29,44
Jake Neighbours,STL,20,10,30
Brandon Saad,STL,21,25,46
Radek Faksa,STL,6,13,19
Mathieu Joseph,STL,13,26,39
Dylan Holloway,STL,10,2,12
Alexey Toropchenko,STL,8,11,19
Oskar Sundqvist,STL,6,15,21
Alexandre Texier,STL,8,16,24
Kasperi Kapanen,STL,0,4,4
Colton Parayko,STL,10,12,22
Nick Leddy,STL,3,18,21
Justin Faulk,STL,4,25,29
Philip Broberg,STL,1,18,19
Ryan Suter,STL,0,10,10
Scott Perunovich,STL,1,7,8
Torey Krug,STL,1,0,1
Kyle Connor,WPG,31,28,59
Mark Scheifele,WPG,22,26,48
Gabriel Vilardi,WPG,39,21,60
Cole Perfetti,WPG,18,27,45
Nikolai Ehlers,WPG,21,44,65
Alex Iafallo,WPG,13,22,35
Nino Niederreiter,WPG,13,24,37
Mason Appleton,WPG,15,18,33
Adam Lowry,WPG,12,16,28
Vladislav Namestnikov,WPG,8,22,30
Morgan Barron,WPG,2,7,9
Rasmus Kupari,WPG,3,7,10
Josh Morrissey,WPG,14,41,55
Dylan DeMelo,WPG,3,20,23
Neal Pionk,WPG,3,12,15
Dylan Samberg,WPG,2,15,17
Logan Stanley,WPG,0,7,7
Colin Miller,WPG,3,15,18
Troy Terry,ANA,21,48,69
Alex Killorn,ANA,31,36,67
Leo Carlsson,ANA,26,27,53
Frank Vatrano,ANA,25,22,47
Trevor Zegras,ANA,20,31,51
Cutter Gauthier,ANA,23,26,49
Ryan Strome,ANA,11,26,37
Robby Fabbri,ANA,20,6,26
Mason McTavish,ANA,17,23,40
Brett Leason,ANA,12,7,19
Brock McGinn,ANA,6,7,13
Isac Lundestrom,ANA,6,10,16
Sam Colangelo,ANA,0,3,3
Ross Johnston,ANA,0,0,0
Cam Fowler,ANA,7,36,43
Pavel Mintyukov,ANA,6,17,23
Radko Gudas,ANA,1,17,18
Brian Dumoulin,ANA,2,16,18
Olen Zellweger,ANA,2,17,19
Gustav Lindstrom,ANA,0,15,15
Blake Coleman,CGY,29,28,57
Mikael Backlund,CGY,15,31,46
Jonathan Huberdeau,CGY,23,39,62
Andrei Kuzmenko,CGY,36,19,55
Nazem Kadri,CGY,23,31,54
Connor Zary,CGY,27,24,51
Yegor Sharangovich,CGY,8,11,19
Martin Pospisil,CGY,8,27,35
Anthony Mantha,CGY,16,26,42
Kevin Rooney,CGY,7,5,12
Ryan Lomberg,CGY,11,10,21
Walker Dueher,CGY,11,15,26
Dryden Hunt,CGY,1,4,5
MacKenzie Weegar,CGY,5,28,33
Rasmus Andersson,CGY,4,29,33
Kevin Bahl,CGY,0,7,7
Danill Miromanov,CGY,2,23,25
Tyson Barrie,CGY,3,12,15
Jake Bean,CGY,1,15,16
Brayden Pachal,CGY,2,1,3
Joel Hanley,CGY,1,4,5
Connor McDavid,EDM,43,57,100
Leon Draisaitl,EDM,53,49,102
Ryan Nugent-Hopkins,EDM,26,45,71
Zach Hyman,EDM,25,29,54
Jeff Skinner,EDM,28,38,66
Viktor Arvidsson,EDM,21,28,49
Mattias Janmark,EDM,5,15,20
Connor Brown,EDM,5,26,31
Adam Henrique,EDM,17,21,38
Derek Ryan,EDM,6,10,16
Corey Perry,EDM,7,9,16
Vasaily Podkolzin,EDM,7,8,15
Evander Kane,EDM,1,2,3
Darnell Nurse,EDM,5,22,27
Evan Bouchard,EDM,10,30,40
Mattias Ekholm,EDM,1,28,29
Brett Kulak,EDM,4,9,13
Troy Stecher,EDM,3,10,13
Ty Emberson,EDM,1,9,10
Josh Brown,EDM,3,3,6
Anze Kopitar,LA,44,34,78
Adrian Kempe,LA,35,35,70
Kevin Fiala,LA,41,48,89
Quinton Byfield,LA,17,28,45
Phillip Danault,LA,26,39,65
Arthur Kaliyev,LA,21,37,58
Trevor Moore,LA,16,24,40
Alexis Lafferiere,LA,6,9,15
Warren Foegle,LA,6,27,33
Tanner Jeannot,LA,13,7,20
Trevor Lewis,LA,2,6,8
Alex Turcotte,LA,4,6,10
Drew Doughty,LA,0,3,3
Mikey Anderson,LA,4,23,27
Vladislav Gavrikov,LA,3,19,22
Brandt Clarke,LA,5,12,17
Jordan Spence,LA,4,30,34
Kyle Burroughs,LA,0,11,11
Joel Edmundson,LA,2,6,8
Andreas Englund,LA,1,1,2
Jacob Moverare,LA,1,1,2
Macklin Celebrini,SJ,16,23,39
William Eklund,SJ,18,23,41
Tyler Toffoli,SJ,30,33,63
Mikael Granlund,SJ,16,24,40
Fabian Zetterlund,SJ,16,35,51
Alexander Wennberg,SJ,11,22,33
Will Smith,SJ,14,15,29
Thomas Bordeleau,SJ,17,18,35
Luke Kunin,SJ,8,13,21
Nico Sturm,SJ,6,15,21
Barclay Goodrow,SJ,5,7,12
Ty Dellandrea,SJ,3,19,22
Klim Kostin,SJ,1,1,2
Logan Couture,SJ,0,2,2
Carl Grundstrom,SJ,3,1,4
Mario Ferraro,SJ,4,18,22
Cody Ceci,SJ,6,9,15
Jan Rutta,SJ,2,2,4
Jake Walman,SJ,5,11,16
Matt Benning,SJ,0,8,8
Marc-Eduoard Vlassic,SJ,0,6,6
Jared McCann,SEA,37,34,71
Matty Beniers,SEA,28,29,57
Jordan Eberle,SEA,34,38,72
Yanni Gourde,SEA,10,30,40
Oliver Bjorkstrand,SEA,22,40,62
Chandler Stephenson,SEA,21,26,47
Eeli Tolvanen,SEA,13,13,26
Andre Burakovsky,SEA,14,10,24
Jaden Schwartz,SEA,7,18,25
Brandon Tanev,SEA,4,13,17
Shane Wright,SEA,6,15,21
Tye Kartye,SEA,11,7,18
Vince Dunn,SEA,10,28,38
Adam Larsson,SEA,9,17,26
Jamie Oleksiak,SEA,1,15,16
Brandon Montour,SEA,4,23,27
William Borgen,SEA,3,16,19
Ryker Evans,SEA,2,10,12
Josh Mahura,SEA,0,15,15
Elias Pettersson,VAN,30,43,73
JT Miller,VAN,30,43,73
Jake DeBrusk,VAN,27,33,60
Brock Boeser,VAN,30,18,48
Conor Garland,VAN,31,20,51
Daniel Sprong,VAN,22,40,62
Pius Suter,VAN,14,15,29
Nils Hoglander,VAN,15,28,43
Dakota Joshua,VAN,14,20,34
Teddy Blueger,VAN,7,21,28
Danton Heinen,VAN,15,22,37
Kieffer Sherwood,VAN,8,10,18
Nils Aman,VAN,0,3,3
Phil Di Gisueppe,VAN,0,4,4
Quinn Hughes,VAN,19,33,52
Filip Hronek,VAN,3,31,34
Carson Soucy,VAN,3,11,14
Tyler Myers,VAN,1,26,27
Derek Forbort,VAN,2,3,5
Vincent Desharnais,VAN,3,7,10
Mark Friedman,VAN,0,4,4
Erik Brannstrom,VAN,0,6,6
Jack Eichel,VGK,50,33,83
Mark Stone,VGK,40,39,79
Tomas Hertl,VGK,27,43,70
William Karlsson,VGK,20,37,57
Ivan Barbashev,VGK,17,35,52
Victor Olofsson,VGK,23,14,37
Brett Howden,VGK,15,17,32
Alexander Holtz,VGK,13,16,29
Pavel Dorofeyev,VGK,13,22,35
Keegan Kolesar,VGK,10,13,23
Jonas Rondbjerg,VGK,3,13,16
Nicolas Roy,VGK,8,19,27
Alex Pietrangelo,VGK,8,27,35
Noah Hanafin,VGK,10,26,36
Shea Theodore,VGK,5,44,49
Brayden McNabb,VGK,1,19,20
Nick Hague,VGK,0,10,10
Zach Whitecloud,VGK,0,10,10
Brad Marchand,BOS,27,45,72
David Pastrnak,BOS,57,51,108
Elias Lindholm,BOS,28,44,72
Charlie Coyle,BOS,27,24,51
Pavel Zacha,BOS,17,22,39
Trent Frederic,BOS,16,25,41
Morgan Geekie,BOS,9,33,42
John Beecher,BOS,16,11,27
Mark Kastelic,BOS,18,5,23
Patrick Brown,BOS,6,10,16
Justin Brazeau,BOS,11,11,22
Max Jones,BOS,4,15,19
Charlie McAvoy,BOS,7,39,46
Hampus Lindholm,BOS,1,30,31
Brandon Carlo,BOS,3,18,21
Nikita Zadorov,BOS,0,12,12
Andrew Peeke,BOS,2,13,15
Mason Lohrei,BOS,1,7,8
Parker Wotherspoon,BOS,0,2,2
Tage Thompson,BUF,28,31,59
Alex Tuch,BUF,19,48,67
JJ Peterka,BUF,26,40,66
Dylan Cozens,BUF,22,23,45
Jack Quinn,BUF,23,20,43
Jason Zucker,BUF,25,32,57
Jordan Greenway,BUF,12,9,21
Zach Benson,BUF,12,22,34
Ryan McLeod,BUF,10,22,32
Sam Lafferty,BUF,5,4,9
Nicolas Aube-Kubel,BUF,4,9,13
Beck Malenstyn,BUF,2,6,8
Peyton Krebs,BUF,2,1,3
Rasmus Dahlin,BUF,16,22,38
Owen Power,BUF,5,17,22
Bowen Byram,BUF,2,17,19
Henri Jokijarju,BUF,1,15,16
Connor Clifton,BUF,0,13,13
Mattias Samuelsson,BUF,1,5,6
Jacob Bryson,BUF,1,4,5
Dylan Larkin,DET,21,42,63
Lucas Raymond,DET,37,26,63
Alex DeBrincat,DET,31,36,67
Patrick Kane,DET,25,23,48
JT Compher,DET,28,26,54
Vladimir Tarasenko,DET,16,36,52
Andrew Copp,DET,6,19,25
Michael Rasmussen,DET,12,25,37
Jonatan Berggren,DET,8,21,29
Joe Veleno,DET,10,7,17
Christian Fischer,DET,8,8,16
Tyler Motte,DET,2,9,11
Austin Watson,DET,3,3,6
Moritz Seider,DET,12,21,33
Ben Chiarot,DET,2,25,27
Jeff Petry,DET,1,13,14
Simon Edvinsson,DET,3,25,28
Erik Gustafsson,DET,2,11,13
Olli Maatta,DET,1,5,6
Justin Holl,DET,1,1,2
Matthew Tkachuk,FLA,27,49,76
Aleksander Barkov,FLA,34,50,84
Sam Reinhart,FLA,49,40,89
Sam Bennett,FLA,18,41,59
Carter Verhaeghe,FLA,30,29,59
Evan Rodrigues,FLA,10,30,40
Eetu Luostarainen,FLA,11,16,27
Jonah Gadjovich,FLA,1,18,19
Anton Lundell,FLA,11,17,28
Jesper Boqvist,FLA,21,14,35
AJ Greer,FLA,8,5,13
Tomas Nosek,FLA,3,12,15
Aaron Ekblad,FLA,9,34,43
Gustav Forsling,FLA,17,24,41
Dimitry Kulikov,FLA,0,17,17
Niko Mikkola,FLA,0,11,11
Nate Schmidt,FLA,2,12,14
Adam Boqvist,FLA,3,9,12
Uvis Balinskis,FLA,0,2,2
Tobias Bjornfoot,FLA,1,0,1
John Ludvig,FLA,2,2,4
Nick Suzuki,MTL,34,37,71
Cole Caufield,MTL,25,27,52
Juraj Slafkovsky,MTL,25,19,44
Patrik Laine,MTL,1,6,7
Kriby Dach,MTL,22,10,32
Alex Newhook,MTL,25,30,55
Josh Anderson,MTL,4,16,20
Christian Dvorak,MTL,12,15,27
Rafael Harvey-Pinard,MTL,8,16,24
Brendan Gallagher,MTL,4,14,18
Joel Armia,MTL,14,15,29
Jake Evans,MTL,5,15,20
Joshua Roy,MTL,9,18,27
Michael Pezzetta,MTL,0,2,2
Mike Matheson,MTL,16,34,50
David Savard,MTL,4,15,19
Kaiden Guhle,MTL,2,17,19
Justin Barron,MTL,4,20,24
Lane Hutson,MTL,0,10,10
Arber Xhekaj,MTL,1,10,11
Tim Stuetzle,OTT,30,34,64
Claude Giroux,OTT,41,35,76
Brady Tkachuk,OTT,19,61,80
Drake Batherson,OTT,28,23,51
Shane Pinto,OTT,7,28,35
Josh Norris,OTT,18,12,30
David Perron,OTT,20,18,38
Ridley Greig,OTT,13,25,38
Michael Amadio,OTT,20,15,35
Zack MacEwen,OTT,6,4,10
Noah Gregor,OTT,4,9,13
Nick Cousins,OTT,5,13,18
Jake Sanderson,OTT,5,26,31
Thomas Chabot,OTT,4,21,25
Artem Zub,OTT,2,16,18
Nick Jensen,OTT,3,25,28
Travis Hamonic,OTT,0,11,11
Jacob Bernard-Docker,OTT,2,6,8
Nikita Kucherov,TB,44,39,83
Brayden Point,TB,36,40,76
Jake Guentzel,TB,18,37,55
Brandon Hagel,TB,28,41,69
Anthony Cirelli,TB,13,16,29
Nicholas Paul,TB,29,11,40
Conor Sheary,TB,6,26,32
Mikey Eyssimont,TB,5,9,14
Cam Atkinson,TB,6,12,18
Zemgus Girgensons,TB,8,5,13
Luke Glendening,TB,6,6,12
Mitchell Chaffee,TB,4,8,12
Victor Hedman,TB,16,42,58
Erik Cernak,TB,3,22,25
Ryan McDonagh,TB,1,23,24
Darren Raddysh,TB,3,9,12
JJ Moser,TB,4,17,21
Nick Perbix,TB,3,18,21
Auston Matthews,TOR,54,39,93
William Nylander,TOR,36,29,65
Mitch Marner,TOR,29,39,68
John Tavares,TOR,23,23,46
Matthew Knies,TOR,8,36,44
Max Domi,TOR,18,43,61
Nicholas Robertson,TOR,15,19,34
Max Pacioretty,TOR,16,22,38
Pontus Holmberg,TOR,7,18,25
David Kampf,TOR,8,9,17
Connor Dewar,TOR,13,7,20
Bobby McMann,TOR,8,14,22
Ryan Reaves,TOR,0,3,3
Steven Lorentz,TOR,0,0,0
Calle Jarnkrok,TOR,0,2,2
Morgan Rielly,TOR,12,44,56
Chris Tanev,TOR,2,21,23
Oliver Ekman-Larsson,TOR,3,21,24
Jake McCabe,TOR,4,16,20
Simon Benoit,TOR,0,3,3
Timothy Liljgren,TOR,0,2,2
Conor Timmins,TOR,0,7,7
Sebastian Aho,CAR,41,41,82
Andrei Svechnikov,CAR,35,35,70
Seth Jarvis,CAR,39,37,76
Jesperi Kotkaniemi,CAR,20,29,49
Martin Necas,CAR,32,39,71
Jesper Fast,CAR,13,27,40
Jack Drury,CAR,6,23,29
Jordan Staal,CAR,7,16,23
Jack Roslovic,CAR,13,29,42
Tyson Jost,CAR,7,10,17
William Carrier,CAR,9,9,18
Jordan Martinook,CAR,8,19,27
Brendan Lemieux,CAR,1,2,3
Eric Robinson,CAR,2,2,4
Ryan Suzuki,CAR,0,2,2
Jaccob Slavin,CAR,8,31,39
Brent Burns,CAR,17,21,38
Sean Walker,CAR,5,25,30
Dimitry Orlov,CAR,5,15,20
Shayne Gostisbehere,CAR,0,19,19
Jalen Chatfield,CAR,4,9,13
Boone Jenner,CBJ,34,18,52
Kirill Marchenko,CBJ,32,20,52
Sean Monahan,CBJ,31,42,73
Adam Fantilli,CBJ,25,34,59
Kent Johnson,CBJ,12,36,48
Yegor Chinakhov,CBJ,24,17,41
Cole Sillinger,CBJ,5,17,22
James van Riemsdyk,CBJ,9,29,38
Dimitri Voronkov,CBJ,11,31,42
Sean Kuraly,CBJ,14,8,22
Mathieu Olivier,CBJ,8,8,16
Justin Danforth,CBJ,2,12,14
Gavin Brindley,CBJ,1,2,3
Zach Werenski,CBJ,15,35,50
Ivan Provorov,CBJ,7,17,24
Jordan Harris,CBJ,3,23,26
Damon Severson,CBJ,0,20,20
Erik Gudbranson,CBJ,1,4,5
Jack Johnson,CBJ,0,3,3
Travis Konecny,PHI,36,44,80
Owen Tippett,PHI,38,35,73
Tyson Foerster,PHI,25,20,45
Matvei Michkov,PHI,17,39,56
Sean Couturier,PHI,7,29,36
Joel Farabee,PHI,24,32,56
Scott Laughton,PHI,11,16,27
Morgan Frost,PHI,15,31,46
Noah Cates,PHI,12,18,30
Garnet Hathaway,PHI,7,5,12
Ryan Poehling,PHI,7,10,17
Bobby Brink,PHI,14,13,27
Nicolas Deslauriers,PHI,0,1,1
Travis Sanheim,PHI,17,37,54
Cam York,PHI,10,18,28
Nick Seeler,PHI,1,19,20
Jamie Drysdale,PHI,2,17,19
Erik Johnson,PHI,0,11,11
Rasmus Ristolainen,PHI,1,7,8
Sidney Crosby,PIT,46,54,100
Evgeni Malkin,PIT,41,58,99
Bryan Rust,PIT,39,50,89
Rickard Rakell,PIT,30,17,47
Michael Bunting,PIT,27,38,65
